구분,문항 번호,질문 내용,변수명
개인,Q926-1,디지털 직무의 의사소통 역량 체감도는?,p926comm
개인,Q926-2,효과적 의사소통 사례는?,p926success
개인,Q926-3,의사소통의 어려움은?,p926barrier
개인,Q926-4,정부 의사소통 정책 인식은?,p926govpolicy
개인,Q926-5,향후 정책 기대는?,p926govhope
개인,Q927-1,디지털 직무의 창의력 발휘 정도는?,p927creativity
개인,Q927-2,창의력 발휘 사례는?,p927example
개인,Q927-3,창의력 발휘의 장애 요인은?,p927barrier
개인,Q927-4,정부 창의력 정책 인식은?,p927govpolicy
개인,Q927-5,향후 정책 기대는?,p927govhope
개인,Q928-1,디지털 직무의 자기 주도성 수준은?,p928self
개인,Q928-2,자기 주도성을 발휘한 사례는?,p928example
개인,Q928-3,자기 주도성 저해 요인은?,p928barrier
개인,Q928-4,정부 자기 주도성 정책 인식은?,p928govpolicy
개인,Q928-5,향후 정책 기대는?,p928govhope
개인,Q929-1,디지털 직무의 정보 활용 능력 수준은?,p929info
개인,Q929-2,정보 활용의 주요 목적은?,p929purpose
개인,Q929-3,정보 활용의 어려움은?,p929barrier
개인,Q929-4,정부 정보 활용 정책 인식은?,p929govpolicy
개인,Q929-5,향후 정책 기대는?,p929govhope
