구분,문항 번호,질문 내용,변수명
개인,Q714-1,디지털 직무의 직무 만족도는?,p714satisfaction
개인,Q714-2,만족 요인은?,p714factor
개인,Q714-3,불만족 요인은?,p714barrier
개인,Q714-4,정부 직무 만족 정책 인식은?,p714govpolicy
개인,Q714-5,향후 정책 기대는?,p714govhope
개인,Q715-1,디지털 직무의 자산 형성 기회 인식은?,p715asset
개인,Q715-2,형성 방법은?,p715method
개인,Q715-3,형성 장애 요인은?,p715barrier
개인,Q715-4,정부 자산 정책 인식은?,p715govpolicy
개인,Q715-5,향후 정책 기대는?,p715govhope
개인,Q716-1,디지털 직무와 정신 건강 인식은?,p716mental
개인,Q716-2,정신 건강 문제 경험은?,p716issue
개인,Q716-3,해결 노력은?,p716effort
개인,Q716-4,정부 정신 건강 정책 인식은?,p716govpolicy
개인,Q716-5,향후 정책 기대는?,p716govhope
개인,Q717-1,디지털 직무의 인공지능 활용 경험은?,p717ai
개인,Q717-2,활용 방식은?,p717method
개인,Q717-3,활용 어려움은?,p717barrier
개인,Q717-4,정부 AI 정책 인식은?,p717govpolicy
개인,Q717-5,향후 정책 기대는?,p717govhope
